token_name,default_value,source_file,tier,source_tier,formula,namespace,category,concept,property,component,element,variant,state,scale,mode,collisions,line,disposition,unmatched_segments
$system-color-gray-warm-gray-warm-60,#5d5d52,packages/uswds-core/src/styles/tokens/color/_gray-warm.scss,system,system,namespace.category.concept.scale,system,color,gray-warm,,,,,,60,,color:category/property,1,design-token,gray warm
$system-color-gray-warm-gray-warm-70,#454540,packages/uswds-core/src/styles/tokens/color/_gray-warm.scss,system,system,namespace.category.concept.scale,system,color,gray-warm,,,,,,70,,color:category/property,1,design-token,gray warm
$system-color-gray-warm-gray-warm-80,#2e2e2a,packages/uswds-core/src/styles/tokens/color/_gray-warm.scss,system,system,namespace.category.concept.scale,system,color,gray-warm,,,,,,80,,color:category/property,1,design-token,gray warm
$system-color-gray-warm-gray-warm-90,#171716,packages/uswds-core/src/styles/tokens/color/_gray-warm.scss,system,system,namespace.category.concept.scale,system,color,gray-warm,,,,,,90,,color:category/property,1,design-token,gray warm
$system-color-gray,"( ""gray"": ( 1: #fcfcfc, 2: #f9f9f9, 3: #f6f6f6, 4: #f3f3f3, 5: #f0f0f0, 10: #e6e6e6, 20: #c9c9c9, 30: #adadad, 40: #919191, 50: #757575, 60: #5c5c5c, 70: #454545, 80: #2e2e2e, 90: #1b1b1b, 100: #000000, ), )",packages/uswds-core/src/styles/tokens/color/_gray.scss,system,system,namespace.category.concept,system,color,gray,,,,,,,,color:category/property,1,design-token|map-container,
$system-color-gray-gray-1,#fcfcfc,packages/uswds-core/src/styles/tokens/color/_gray.scss,system,system,namespace.category.concept.scale,system,color,gray,,,,,,1,,color:category/property,1,design-token,gray
$system-color-gray-gray-2,#f9f9f9,packages/uswds-core/src/styles/tokens/color/_gray.scss,system,system,namespace.category.concept.scale,system,color,gray,,,,,,2,,color:category/property,1,design-token,gray
$system-color-gray-gray-3,#f6f6f6,packages/uswds-core/src/styles/tokens/color/_gray.scss,system,system,namespace.category.concept.scale,system,color,gray,,,,,,3,,color:category/property,1,design-token,gray
$system-color-gray-gray-4,#f3f3f3,packages/uswds-core/src/styles/tokens/color/_gray.scss,system,system,namespace.category.concept.scale,system,color,gray,,,,,,4,,color:category/property,1,design-token,gray
$system-color-gray-gray-5,#f0f0f0,packages/uswds-core/src/styles/tokens/color/_gray.scss,system,system,namespace.category.concept.scale,system,color,gray,,,,,,5,,color:category/property,1,design-token,gray
$system-color-gray-gray-10,#e6e6e6,packages/uswds-core/src/styles/tokens/color/_gray.scss,system,system,namespace.category.concept.scale,system,color,gray,,,,,,10,,color:category/property,1,design-token,gray
$system-color-gray-gray-20,#c9c9c9,packages/uswds-core/src/styles/tokens/color/_gray.scss,system,system,namespace.category.concept.scale,system,color,gray,,,,,,20,,color:category/property,1,design-token,gray
$system-color-gray-gray-30,#adadad,packages/uswds-core/src/styles/tokens/color/_gray.scss,system,system,namespace.category.concept.scale,system,color,gray,,,,,,30,,color:category/property,1,design-token,gray
$system-color-gray-gray-40,#919191,packages/uswds-core/src/styles/tokens/color/_gray.scss,system,system,namespace.category.concept.scale,system,color,gray,,,,,,40,,color:category/property,1,design-token,gray
$system-color-gray-gray-50,#757575,packages/uswds-core/src/styles/tokens/color/_gray.scss,system,system,namespace.category.concept.scale,system,color,gray,,,,,,50,,color:category/property,1,design-token,gray
$system-color-gray-gray-60,#5c5c5c,packages/uswds-core/src/styles/tokens/color/_gray.scss,system,system,namespace.category.concept.scale,system,color,gray,,,,,,60,,color:category/property,1,design-token,gray
$system-color-gray-gray-70,#454545,packages/uswds-core/src/styles/tokens/color/_gray.scss,system,system,namespace.category.concept.scale,system,color,gray,,,,,,70,,color:category/property,1,design-token,gray
$system-color-gray-gray-80,#2e2e2e,packages/uswds-core/src/styles/tokens/color/_gray.scss,system,system,namespace.category.concept.scale,system,color,gray,,,,,,80,,color:category/property,1,design-token,gray
$system-color-gray-gray-90,#1b1b1b,packages/uswds-core/src/styles/tokens/color/_gray.scss,system,system,namespace.category.concept.scale,system,color,gray,,,,,,90,,color:category/property,1,design-token,gray
$system-color-gray-gray-100,#000000,packages/uswds-core/src/styles/tokens/color/_gray.scss,system,system,namespace.category.concept.scale,system,color,gray,,,,,,100,,color:category/property,1,design-token,gray
$system-color-green-cool,"( ""green-cool"": ( 5: #ecf3ec, 10: #dbebde, 20: #b4d0b9, 30: #86b98e, 40: #5e9f69, 50: #4d8055, 60: #446443, 70: #37493b, 80: #28312a, 90: #1a1f1a, ""vivid"": ( 5: #e3f5e1, 10: #b7f5bd, 20: #70e17b, 30: #21c834, 40: #00a91c, 50: #008817, 60: #216e1f, 70: #154c21, 80: #19311e, 90: false, ), ), )",packages/uswds-core/src/styles/tokens/color/_green-cool.scss,system,system,namespace.category.concept,system,color,green-cool,,,,,,,,color:category/property,1,design-token|map-container,
$system-color-green-cool-green-cool-5,#ecf3ec,packages/uswds-core/src/styles/tokens/color/_green-cool.scss,system,system,namespace.category.concept.scale,system,color,green-cool,,,,,,5,,color:category/property,1,design-token,green cool
$system-color-green-cool-green-cool-10,#dbebde,packages/uswds-core/src/styles/tokens/color/_green-cool.scss,system,system,namespace.category.concept.scale,system,color,green-cool,,,,,,10,,color:category/property,1,design-token,green cool
$system-color-green-cool-green-cool-20,#b4d0b9,packages/uswds-core/src/styles/tokens/color/_green-cool.scss,system,system,namespace.category.concept.scale,system,color,green-cool,,,,,,20,,color:category/property,1,design-token,green cool
$system-color-green-cool-green-cool-30,#86b98e,packages/uswds-core/src/styles/tokens/color/_green-cool.scss,system,system,namespace.category.concept.scale,system,color,green-cool,,,,,,30,,color:category/property,1,design-token,green cool
$system-color-green-cool-green-cool-40,#5e9f69,packages/uswds-core/src/styles/tokens/color/_green-cool.scss,system,system,namespace.category.concept.scale,system,color,green-cool,,,,,,40,,color:category/property,1,design-token,green cool
$system-color-green-cool-green-cool-50,#4d8055,packages/uswds-core/src/styles/tokens/color/_green-cool.scss,system,system,namespace.category.concept.scale,system,color,green-cool,,,,,,50,,color:category/property,1,design-token,green cool
$system-color-green-cool-green-cool-60,#446443,packages/uswds-core/src/styles/tokens/color/_green-cool.scss,system,system,namespace.category.concept.scale,system,color,green-cool,,,,,,60,,color:category/property,1,design-token,green cool
$system-color-green-cool-green-cool-70,#37493b,packages/uswds-core/src/styles/tokens/color/_green-cool.scss,system,system,namespace.category.concept.scale,system,color,green-cool,,,,,,70,,color:category/property,1,design-token,green cool
$system-color-green-cool-green-cool-80,#28312a,packages/uswds-core/src/styles/tokens/color/_green-cool.scss,system,system,namespace.category.concept.scale,system,color,green-cool,,,,,,80,,color:category/property,1,design-token,green cool
$system-color-green-cool-green-cool-90,#1a1f1a,packages/uswds-core/src/styles/tokens/color/_green-cool.scss,system,system,namespace.category.concept.scale,system,color,green-cool,,,,,,90,,color:category/property,1,design-token,green cool
$system-color-green-cool-green-cool-vivid-5,#e3f5e1,packages/uswds-core/src/styles/tokens/color/_green-cool.scss,system,system,namespace.category.concept.scale.mode,system,color,green-cool,,,,,,5,vivid,color:category/property,1,design-token,green cool
$system-color-green-cool-green-cool-vivid-10,#b7f5bd,packages/uswds-core/src/styles/tokens/color/_green-cool.scss,system,system,namespace.category.concept.scale.mode,system,color,green-cool,,,,,,10,vivid,color:category/property,1,design-token,green cool
$system-color-green-cool-green-cool-vivid-20,#70e17b,packages/uswds-core/src/styles/tokens/color/_green-cool.scss,system,system,namespace.category.concept.scale.mode,system,color,green-cool,,,,,,20,vivid,color:category/property,1,design-token,green cool
$system-color-green-cool-green-cool-vivid-30,#21c834,packages/uswds-core/src/styles/tokens/color/_green-cool.scss,system,system,namespace.category.concept.scale.mode,system,color,green-cool,,,,,,30,vivid,color:category/property,1,design-token,green cool
$system-color-green-cool-green-cool-vivid-40,#00a91c,packages/uswds-core/src/styles/tokens/color/_green-cool.scss,system,system,namespace.category.concept.scale.mode,system,color,green-cool,,,,,,40,vivid,color:category/property,1,design-token,green cool
$system-color-green-cool-green-cool-vivid-50,#008817,packages/uswds-core/src/styles/tokens/color/_green-cool.scss,system,system,namespace.category.concept.scale.mode,system,color,green-cool,,,,,,50,vivid,color:category/property,1,design-token,green cool
$system-color-green-cool-green-cool-vivid-60,#216e1f,packages/uswds-core/src/styles/tokens/color/_green-cool.scss,system,system,namespace.category.concept.scale.mode,system,color,green-cool,,,,,,60,vivid,color:category/property,1,design-token,green cool
$system-color-green-cool-green-cool-vivid-70,#154c21,packages/uswds-core/src/styles/tokens/color/_green-cool.scss,system,system,namespace.category.concept.scale.mode,system,color,green-cool,,,,,,70,vivid,color:category/property,1,design-token,green cool
$system-color-green-cool-green-cool-vivid-80,#19311e,packages/uswds-core/src/styles/tokens/color/_green-cool.scss,system,system,namespace.category.concept.scale.mode,system,color,green-cool,,,,,,80,vivid,color:category/property,1,design-token,green cool
$system-color-green-cool-green-cool-vivid-90,false,packages/uswds-core/src/styles/tokens/color/_green-cool.scss,system,system,namespace.category.concept.scale.mode,system,color,green-cool,,,,,,90,vivid,color:category/property,1,design-token,green cool
$system-color-green-warm,"( ""green-warm"": ( 5: #f1f4d7, 10: #e7eab7, 20: #cbd17a, 30: #a6b557, 40: #8a984b, 50: #6f7a41, 60: #5a5f38, 70: #45472f, 80: #2d2f21, 90: #171712, ""vivid"": ( 5: #f5fbc1, 10: #e7f434, 20: #c5d30a, 30: #a3b72c, 40: #7e9c1d, 50: #6a7d00, 60: #5a6613, 70: #4b4e10, 80: #38380b, 90: false, ), ), )",packages/uswds-core/src/styles/tokens/color/_green-warm.scss,system,system,namespace.category.concept,system,color,green-warm,,,,,,,,color:category/property,1,design-token|map-container,
$system-color-green-warm-green-warm-5,#f1f4d7,packages/uswds-core/src/styles/tokens/color/_green-warm.scss,system,system,namespace.category.concept.scale,system,color,green-warm,,,,,,5,,color:category/property,1,design-token,green warm
$system-color-green-warm-green-warm-10,#e7eab7,packages/uswds-core/src/styles/tokens/color/_green-warm.scss,system,system,namespace.category.concept.scale,system,color,green-warm,,,,,,10,,color:category/property,1,design-token,green warm
$system-color-green-warm-green-warm-20,#cbd17a,packages/uswds-core/src/styles/tokens/color/_green-warm.scss,system,system,namespace.category.concept.scale,system,color,green-warm,,,,,,20,,color:category/property,1,design-token,green warm
$system-color-green-warm-green-warm-30,#a6b557,packages/uswds-core/src/styles/tokens/color/_green-warm.scss,system,system,namespace.category.concept.scale,system,color,green-warm,,,,,,30,,color:category/property,1,design-token,green warm
$system-color-green-warm-green-warm-40,#8a984b,packages/uswds-core/src/styles/tokens/color/_green-warm.scss,system,system,namespace.category.concept.scale,system,color,green-warm,,,,,,40,,color:category/property,1,design-token,green warm
$system-color-green-warm-green-warm-50,#6f7a41,packages/uswds-core/src/styles/tokens/color/_green-warm.scss,system,system,namespace.category.concept.scale,system,color,green-warm,,,,,,50,,color:category/property,1,design-token,green warm
$system-color-green-warm-green-warm-60,#5a5f38,packages/uswds-core/src/styles/tokens/color/_green-warm.scss,system,system,namespace.category.concept.scale,system,color,green-warm,,,,,,60,,color:category/property,1,design-token,green warm
$system-color-green-warm-green-warm-70,#45472f,packages/uswds-core/src/styles/tokens/color/_green-warm.scss,system,system,namespace.category.concept.scale,system,color,green-warm,,,,,,70,,color:category/property,1,design-token,green warm
$system-color-green-warm-green-warm-80,#2d2f21,packages/uswds-core/src/styles/tokens/color/_green-warm.scss,system,system,namespace.category.concept.scale,system,color,green-warm,,,,,,80,,color:category/property,1,design-token,green warm
$system-color-green-warm-green-warm-90,#171712,packages/uswds-core/src/styles/tokens/color/_green-warm.scss,system,system,namespace.category.concept.scale,system,color,green-warm,,,,,,90,,color:category/property,1,design-token,green warm
$system-color-green-warm-green-warm-vivid-5,#f5fbc1,packages/uswds-core/src/styles/tokens/color/_green-warm.scss,system,system,namespace.category.concept.scale.mode,system,color,green-warm,,,,,,5,vivid,color:category/property,1,design-token,green warm
$system-color-green-warm-green-warm-vivid-10,#e7f434,packages/uswds-core/src/styles/tokens/color/_green-warm.scss,system,system,namespace.category.concept.scale.mode,system,color,green-warm,,,,,,10,vivid,color:category/property,1,design-token,green warm
$system-color-green-warm-green-warm-vivid-20,#c5d30a,packages/uswds-core/src/styles/tokens/color/_green-warm.scss,system,system,namespace.category.concept.scale.mode,system,color,green-warm,,,,,,20,vivid,color:category/property,1,design-token,green warm
$system-color-green-warm-green-warm-vivid-30,#a3b72c,packages/uswds-core/src/styles/tokens/color/_green-warm.scss,system,system,namespace.category.concept.scale.mode,system,color,green-warm,,,,,,30,vivid,color:category/property,1,design-token,green warm
$system-color-green-warm-green-warm-vivid-40,#7e9c1d,packages/uswds-core/src/styles/tokens/color/_green-warm.scss,system,system,namespace.category.concept.scale.mode,system,color,green-warm,,,,,,40,vivid,color:category/property,1,design-token,green warm
$system-color-green-warm-green-warm-vivid-50,#6a7d00,packages/uswds-core/src/styles/tokens/color/_green-warm.scss,system,system,namespace.category.concept.scale.mode,system,color,green-warm,,,,,,50,vivid,color:category/property,1,design-token,green warm
$system-color-green-warm-green-warm-vivid-60,#5a6613,packages/uswds-core/src/styles/tokens/color/_green-warm.scss,system,system,namespace.category.concept.scale.mode,system,color,green-warm,,,,,,60,vivid,color:category/property,1,design-token,green warm
$system-color-green-warm-green-warm-vivid-70,#4b4e10,packages/uswds-core/src/styles/tokens/color/_green-warm.scss,system,system,namespace.category.concept.scale.mode,system,color,green-warm,,,,,,70,vivid,color:category/property,1,design-token,green warm
$system-color-green-warm-green-warm-vivid-80,#38380b,packages/uswds-core/src/styles/tokens/color/_green-warm.scss,system,system,namespace.category.concept.scale.mode,system,color,green-warm,,,,,,80,vivid,color:category/property,1,design-token,green warm
$system-color-green-warm-green-warm-vivid-90,false,packages/uswds-core/src/styles/tokens/color/_green-warm.scss,system,system,namespace.category.concept.scale.mode,system,color,green-warm,,,,,,90,vivid,color:category/property,1,design-token,green warm
$system-color-green,"( ""green"": ( 5: #eaf4dd, 10: #dfeacd, 20: #b8d293, 30: #9bb672, 40: #7d9b4e, 50: #607f35, 60: #4c6424, 70: #3c4a29, 80: #293021, 90: #161814, ""vivid"": ( 5: #ddf9c7, 10: #c5ee93, 20: #98d035, 30: #7fb135, 40: #719f2a, 50: #538200, 60: #466c04, 70: #2f4a0b, 80: #243413, 90: false, ), ), )",packages/uswds-core/src/styles/tokens/color/_green.scss,system,system,namespace.category.concept,system,color,green,,,,,,,,color:category/property,1,design-token|map-container,
